https://mubi.com/es/films/still-here,['6.8']
https://mubi.com/es/films/william-the-new-judo-master,['5.7']
https://mubi.com/es/films/pie,[]
https://mubi.com/es/films/conversaciones-con-un-mono,[]
https://mubi.com/es/films/bruma,[]
https://mubi.com/es/films/landscapes-2022,[]
https://mubi.com/es/films/casa-caracol,[]
https://mubi.com/es/films/polar-bear,['5.8']
https://mubi.com/es/films/el-vecino,[]
https://mubi.com/es/films/el-ocaso-de-las-diosas,[]
https://mubi.com/es/films/ditches,[]
https://mubi.com/es/films/lupe-under-the-sun,['6.3']
https://mubi.com/es/films/pacifico,[]
https://mubi.com/es/films/bano-de-vida,['7.2']
https://mubi.com/es/films/birds-or-how-to-be-one,['7.4']
https://mubi.com/es/films/alba-2016,['8.1']
https://mubi.com/es/films/the-immoral-life-of-the-perfect-couple,['6.1']
https://mubi.com/es/films/the-alien,[]
https://mubi.com/es/films/la-leyenda-del-chupacabras,[]
https://mubi.com/es/films/the-guardian-of-memory,['8.0']
https://mubi.com/es/films/un-padre-no-tan-padre,['4.8']
https://mubi.com/es/films/black-mexicans,[]
https://mubi.com/es/films/julieteta,[]
https://mubi.com/es/films/armed-to-the-teeth,['7.8']
https://mubi.com/es/films/a-philosopher-in-the-arena,[]
https://mubi.com/es/films/los-adioses,['8.4']
https://mubi.com/es/films/road-to-mars,['4.9']
https://mubi.com/es/films/como-matar-a-un-esposo-muerto,[]
https://mubi.com/es/films/koati,[]
https://mubi.com/es/films/the-night-2021,['6.3']
https://mubi.com/films/lo-mas-sencillo-es-complicarlo-todo,['2.4']
https://mubi.com/es/films/on-body-and-soul,['8.4']
https://mubi.com/es/films/ciudad,[]
https://mubi.com/es/films/the-orchid-seller,['6.7']
https://mubi.com/es/films/roma-2017,['8.1']
https://mubi.com/es/films/a-wild-stream,['7.7']
https://mubi.com/es/films/zama,['7.6']
https://mubi.com/es/films/maricarmen,[]
https://mubi.com/es/films/el-club-de-los-insomnes,['5.5']
https://mubi.com/es/films/revolver-mind,[]
https://mubi.com/es/films/la-boda-de-valentina,[]
https://mubi.com/es/films/esmeralda-s-twilight,['9.0']
https://mubi.com/es/films/the-blue-years,['6.0']
https://mubi.com/es/films/opus-zero,['7.6']
https://mubi.com/es/films/cuando-los-hijos-regresan,['4.0']
https://mubi.com/es/films/silent-light,['8.0']
https://mubi.com/es/films/ayotzinapa-26,[]
https://mubi.com/es/films/the-gaze-of-the-explorer-humboldt-in-mexico,[]
https://mubi.com/es/films/long-way-home,['7.5']
